시설명,자치구,연령구분,Longitude,Latitude
아이랑(신사점),관악구,영유아,126.91641,37.48246
목동깨비 공동육아방,양천구,영유아,126.86372,37.54827
미아 공동육아방,강북구,영유아,127.02595,37.63242
망우자람 공동육아방,중랑구,영유아,127.0981661672409,37.59233782678768
맘스하트카페 흑석동2호점,동작구,영유아,126.96061,37.50512
맘스하트카페 상도2동점,동작구,영유아,126.9460782754952,37.501415976182
대림3동 맘든든센터(공동육아방) ,영등포구,영유아,126.89595,37.5017
문래동 맘든든센터(공동육아방) ,영등포구,영유아,126.88947,37.51727
10호점 중계4동 도담도담나눔터(공동육아방),노원구,영유아,127.07361,37.65859
9호점 하계1동 도담도담나눔터(공동육아방),노원구,영유아,127.07242,37.6361
어울림공동육아방,종로구,영유아,126.96869,37.58145
누리뜰공동육아방,중구,영유아,127.00941,37.56066
꿈자람공동육아방 용신점,동대문구,영유아,127.02992,37.57232
꿈자람공동육아방 답십리2호점,동대문구,영유아,127.05509,37.57491
성동구 도담누리 공동육아방,성동구,영유아,127.03758,37.56415
광진구 중곡동 공동육아방(기린방),광진구,영유아,127.08446,37.56506
아이?맘 강동(암사시장점),강동구,영유아,127.1290123200706,37.55141676309986
아이?맘 강동(길동점),강동구,영유아,127.14055,37.53837
아이?맘 강동(고덕점),강동구,영유아,127.16454,37.55712
아이?맘 강동(천호공원점),강동구,영유아,127.12545,37.54346
아이?맘 강동(강일점),강동구,영유아,127.17236,37.55678
아이?맘 강동(성내점),강동구,영유아,127.12248,37.52917
8호점 상계9동 도담도담나눔터(공동육아방),노원구,영유아,127.06530342578893,37.66587141808893
7호점 하계2동 도담도담나눔터(공동육아방),노원구,영유아,127.06505344177248,37.63626845229139
맘스하트카페 상도4동점,동작구,영유아,126.93732,37.49762
맘스하트카페 상도1동점,동작구,영유아,126.95348,37.50424
맘스하트카페 신대방1동점,동작구,영유아,126.9084,37.48881
맘스하트카페 사당1동점,동작구,영유아,126.97984,37.47704
맘스하트카페 대방동점,동작구,영유아,126.92299,37.50462
6호점 상계6.7동 도담도담나눔터(공동육아방),노원구,영유아,127.0596,37.64097
송파동 공동육아방,송파구,영유아,127.11305,37.50859
송파여성문화회관공동육아방,송파구,영유아,127.10974,37.50598
내곡 육아지원센터 공동육아방,서초구,영유아,127.05831,37.44936
서리풀문화광장 함께 키움센터 공동육아방,서초구,영유아,127.00484,37.49012
공동육아방(보라매점),관악구,영유아,126.93546,37.48673
너나들이 공동육아방,금천구,영유아,126.8956,37.46896
강서 활짝 공동육아방,강서구,영유아,126.82624,37.54949
방아다리 공동육아방,양천구,영유아,126.82719,37.53859
쓰담쓰담 공동육아방,도봉구,영유아,127.03541,37.66418
서빙고동 열린육아방,용산구,영유아,126.99465,37.52047
광진구 능동 공동육아방(토끼방),광진구,영유아,127.08723,37.55231
꿈자람공동육아방 제기점,동대문구,영유아,127.03467589521068,37.5837276538076
세곡공동육아방,강남구,영유아,127.10694,37.46905
꿈자람공동육아방 장안1호점,동대문구,영유아,127.06859,37.57234
꿈자람공동육아방 제기2호점,동대문구,영유아,127.03516,37.58629
꿈자람공동육아방 장안2호점,동대문구,영유아,127.06762,37.57379
하늘열린육아방,종로구,영유아,126.9978,37.58344
아이신나열린육아방,중랑구,영유아,127.08193,37.5761
5호점 상계1동 도담도담나눔터(공동육아방),노원구,영유아,127.05495,37.67991
4호점 중계본동 도담도담나눔터(공동육아방),노원구,영유아,127.08367,37.65046
3호점 월계3동 도담도담나눔터(공동육아방),노원구,영유아,127.06978,37.61826
2호점 공릉2동 도담도담나눔터(공동육아방),노원구,영유아,127.08812,37.62607
성산1동 모아뜰 공동육아방 ,마포구,영유아,126.90791,37.56337
홍제 행복열린육아방,서대문구,영유아,126.94693445221088,37.59694364732762
명일2동 마을커뮤니티센터,강동구,영유아,127.15401,37.54903
위례 열린육아방,송파구,영유아,127.13483374188428,37.47616294091133
삼성열린육아방,강남구,영유아,127.05554,37.51178
아이랑(난향점),관악구,영유아,126.91814,37.46397
맘스하트카페 흑석동점,동작구,영유아,126.96659,37.50583
맘스하트카페 사당3동점,동작구,영유아,126.96853,37.4928
논현열린육아방,강남구,영유아,127.0372,37.51728
맘스하트카페 신대방2동점,동작구,영유아,126.9244,37.4984
당산1동 맘든든센터(공동육아방) ,영등포구,영유아,126.89482,37.52839
당산2동 맘든든센터(공동육아방) ,영등포구,영유아,126.89735,37.53103
영등포동 맘든든센터(공동육아방) ,영등포구,영유아,126.90365,37.52537
신길4동 맘든든센터(공동육아방) ,영등포구,영유아,126.91163,37.50717
해우리열린육아방,양천구,영유아,126.86549,37.53897
해누리열린육아방,양천구,영유아,126.86391,37.51594
희망열린육아방,양천구,영유아,126.85428,37.51856
해맞이열린육아방,양천구,영유아,126.83563,37.51901
은평 열린육아방,은평구,영유아,126.93662,37.6116
서대문구육아종합지원센터 열린육아방,서대문구,영유아,126.92000124762656,37.57307176094129
햇살아래열린육아방,중랑구,영유아,127.11283,37.61475
1호점 상계8동 도담도담나눔터(공동육아방),노원구,영유아,127.05469,37.66595
장위행복누림부모지원센터,성북구,영유아,127.04584528255997,37.615906003765375
상봉키움열린육아방,중랑구,영유아,127.09212,37.6022
중화열린육아방,중랑구,영유아,127.07492,37.59504
아이사랑열린육아방,중랑구,영유아,127.09424,37.5971
아이틔움열린육아방,중랑구,영유아,127.10151,37.60058
장미향기열린육아방,중랑구,영유아,127.07356,37.60724
면목열린육아방,중랑구,영유아,127.07949,37.58321
도란도란열린육아방,중랑구,영유아,127.08536977276891,37.59830210093693
먹골꼬마열린육아방,중랑구,영유아,127.08361,37.61757
꿈자람공동육아방 답십리점,동대문구,영유아,127.04795,37.57206
꿈자람공동육아방 배봉산점,동대문구,영유아,127.06279,37.5784
키즈앤맘 열린육아방,중구,영유아,127.01484,37.56129
구로19호점 우리동네키움센터(항동융합형),구로구,초등학생,126.82275800323671,37.47905835571736
은평12호점 우리동네키움센터,은평구,초등학생,126.93477,37.60276
송파18호점 우리동네키움센터(위례동2호점 송파키움센터),송파구,초등학생,127.15109,37.4882
은평11호점 우리동네키움센터,은평구,초등학생,126.92267,37.61524
은평10호점 우리동네키움센터,은평구,초등학생,126.92042,37.59988
제5호(성북권) 거점형 우리동네키움센터,성북구,초등학생,127.03713,37.59222
성북11호점 우리동네키움센터(삼선동),성북구,초등학생,127.01336,37.58574
성동12호점 우리동네키움센터(서울숲아이꿈누리터),성동구,초등학생,127.04081832208549,37.5489235820505
구로18호점 우리동네키움센터(구로신도림),구로구,초등학생,126.88521,37.50959
동작13호점 융합형 우리동네키움센터(사당동),동작구,초등학생,126.97422,37.48183
송파17호점 우리동네키움센터(거여2동 송파키움센터),송파구,초등학생,127.15057,37.49321
관악3호점 우리동네키움센터,관악구,초등학생,126.95832,37.48667
중랑구5호점 망우본동우리동네키움센터(중랑아동돌봄센터),중랑구,초등학생,127.10619908755804,37.60853160030212
중랑구4호점 면목7동우리동네키움센터(중랑아동돌봄센터),중랑구,초등학생,127.08959,37.58003
강서5호점 우리동네키움센터(공항동),강서구,초등학생,126.822029779833,37.55878843505723
동대문구 5호점 우리동네키움센터,동대문구,초등학생,127.06997,37.58718
양천구 4호점 우리동네키움센터,양천구,초등학생,126.86357264980366,37.54836216082769
강남8호점 우리동네키움센터(자곡다함께키움센터),강남구,초등학생,127.0945,37.4715
강북3호점 우리동네키움센터(융합형)(삼양동),강북구,초등학생,127.01491087636816,37.62201041567743
영등포13호점 우리동네키움센터(신길6동 아이랜드),영등포구,초등학생,126.91887411737667,37.50140870885531
강북4호점 우리동네키움센터(수유1동),강북구,초등학생,127.01408,37.63153
강동7호점 우리동네키움센터(천호2동),강동구,초등학생,127.12876,37.54521
강남7호점 우리동네키움센터(누리봄다함께키움센터),강남구,초등학생,127.07416,37.49109
강남6호점 우리동네키움센터(논현다함께키움센터),강남구,초등학생,127.0418,37.51158
동작12호점 우리동네키움센터(상도2동),동작구,초등학생,126.9456705874904,37.501265600669015
서대문구7호점 우리동네키움센터,서대문구,초등학생,126.9194,37.57411
강북5호점 우리동네키움센터(송중동),강북구,초등학생,127.03024,37.62302
서대문구6호점 우리동네키움센터,서대문구,초등학생,126.91877,37.5817
서대문구5호점 우리동네키움센터(천연동 친구랑),서대문구,초등학생,126.9610860498178,37.56956827084229
마포구7호점 우리동네키움센터(서강동),마포구,초등학생,126.92769,37.54586
도봉구 6호점 우리동네키움센터,도봉구,초등학생,127.03917,37.64257
도봉구 5호점 융합형 우리동네키움센터(마을연계),도봉구,초등학생,127.03144,37.65078
동대문구 4호점 우리동네키움센터,동대문구,초등학생,127.05579745080512,37.57485709180429
중랑구3호점 면목4동우리동네키움센터(중랑아동돌봄센터),중랑구,초등학생,127.0858561064572,37.57252026704589
노원27호점 우리동네키움센터(중계청구3차 아이휴센터),노원구,초등학생,127.07571,37.6499
노원26호점 우리동네키움센터(중계온마을 아이휴센터),노원구,초등학생,127.075,37.65971
노원25호점 우리동네키움센터(하계어울림융합형 아이휴센터),노원구,초등학생,127.07229,37.63601
광진10호점 우리동네키움센터,광진구,초등학생,127.085404161591,37.56491402988514
동작11호점 우리동네키움센터(상도4동),동작구,초등학생,126.93779,37.50061
제3호(종로?서대문권) 거점형 우리동네키움센터,종로구,초등학생,126.96113,37.57214
영등포12호점 우리동네키움센터(신길7동 아이랜드),영등포구,초등학생,126.92156,37.50601
금천2호점 우리동네키움센터(시흥2동),금천구,초등학생,126.91466084553336,37.45031110186032
서초5호점 우리동네키움센터(서초구립 방배동 초등키움센터),서초구,초등학생,126.99406,37.48536
송파16호점 우리동네키움센터(문정1동 송파키움센터),송파구,초등학생,127.12788,37.49014
강동6호점 아이플러스키움센터(융합형),강동구,초등학생,127.12715,37.54822
서초6호점 우리동네키움센터 (서초구립 서초동 초등키움센터),서초구,초등학생,127.01087,37.48195
성북7호점 우리동네키움센터(길음1동),성북구,초등학생,127.02002,37.61163
서초4호점 우리동네키움센터 (서초구립 반포동 초등키움센터),서초구,초등학생,127.01101,37.50997
성북6호점 우리동네키움센터(돈암2동),성북구,초등학생,127.0131630064288,37.60023389025289
마포구6호점 우리동네키움센터(염리동),마포구,초등학생,126.94868931839969,37.55494195981467
구로17호점 우리동네키움센터(오정),구로구,초등학생,126.83051880315416,37.48903630965426
성북10호점 우리동네키움센터 (종암동),성북구,초등학생,127.03147,37.60009
영등포11호점 우리동네키움센터(영등포동 아이랜드),영등포구,초등학생,126.90921,37.52277
성북5호점 우리동네키움센터(정릉2동),성북구,초등학생,127.00792,37.6007
성북3호점 우리동네키움센터(동선동),성북구,초등학생,127.01562,37.59531
강동5호점 고덕2동 우리동네키움센터,강동구,초등학생,127.16246,37.56053
중구7호점 우리동네키움센터(중구형 초등돌봄 동화센터),중구,초등학생,127.01497,37.56077
영등포10호점 우리동네키움센터(신길5동 아이랜드),영등포구,초등학생,126.90895,37.50381
영등포9호점 우리동네키움센터(대림3동 아이랜드),영등포구,초등학생,126.8952,37.50072
광진9호점 우리동네키움센터,광진구,초등학생,127.0929,37.5479
마포5호점 우리동네키움센터(아현동),마포구,초등학생,126.9498,37.54519
은평9호점 우리동네키움센터,은평구,초등학생,126.90744,37.59634
마포4호점 융합형 우리동네키움센터(공덕동),마포구,초등학생,126.95994,37.54879
종로5호점 우리동네키움센터,종로구,초등학생,126.96005,37.57583
구로16호점 우리동네키움센터(궁동),구로구,초등학생,126.82963,37.49903
강동4호점 성내1동 우리동네키움센터,강동구,초등학생,127.12506782981713,37.52641973506129
구로15호점 융합형 우리동네키움센터(개봉동),구로구,초등학생,126.85782,37.4909
구로14호점 우리동네키움센터(구로3동),구로구,초등학생,126.89085,37.48683
동작10호점 융합형 우리동네키움센터(대방동),동작구,초등학생,126.92518,37.4996
광진8호점 우리동네키움센터,광진구,초등학생,127.08463,37.5428
강서4호점 우리동네키움센터(방화2동),강서구,초등학생,126.80763856012994,37.57141893652079
강서3호점 우리동네키움센터(화곡본동),강서구,초등학생,126.84605,37.54109
관악1호점 우리동네키움센터,관악구,초등학생,126.94171,37.47612
관악2호점 우리동네키움센터,관악구,초등학생,126.92871,37.47852
성북9호점 우리동네키움센터(정릉4동),성북구,초등학생,127.00981,37.6101
성북4호점 우리동네키움센터(장위2동),성북구,초등학생,127.05296,37.61141
은평7호점 우리동네키움센터,은평구,초등학생,126.90834,37.61331
은평8호점우리동네키움센터[마을연계],은평구,초등학생,126.92796,37.62303
은평5호점 우리동네키움센터,은평구,초등학생,126.92943,37.6466
성북8호점 우리동네키움센터(길음2동),성북구,초등학생,127.0275887607966,37.61038638907391
서대문4호점 우리동네키움센터(홍은2동),서대문구,초등학생,126.93427855334896,37.58015566069941
은평6호점 우리동네키움센터,은평구,초등학생,126.92795561907216,37.60602807881045
동작9호점 우리동네키움센터(대방동),동작구,초등학생,126.92809501052628,37.51101786557924
동작8호점 우리동네키움센터(사당3동),동작구,초등학생,126.97658818276186,37.4838664837857
동작7호점 우리동네키움센터(사당2동),동작구,초등학생,126.98174724476765,37.48931831543759
동작6호점 우리동네키움센터(신상도),동작구,초등학생,126.94158422440108,37.50015348330154
동작5호점 우리동네키움센터(상도1동),동작구,초등학생,126.95353700353829,37.50087888600973
동작4호점 우리동네키움센터(노량진1동),동작구,초등학생,126.9404116748169,37.51033245334556
성동11호점 우리동네키움센터(신금호아이꿈누리터),성동구,초등학생,127.02076,37.55448
양천3호점 우리동네키움센터,양천구,초등학생,126.8457,37.51793
용산7호점 우리동네키움센터,용산구,초등학생,126.99465,37.52047
금천3호점 우리동네키움센터(시흥1동),금천구,초등학생,126.90083,37.44666
송파15호점(융합형) 우리동네키움센터(잠실본동2호점 송파키움센터),송파구,초등학생,127.08268,37.50612
서대문3호점 우리동네키움센터 마을연계(홍제3동 우리동네키움센터),서대문구,초등학생,126.94693,37.59692
노원24호점 우리동네키움센터(공릉비선 아이휴센터),노원구,초등학생,127.08713616929712,37.62566686269063
중구6호점 우리동네키움센터(중구형 초등돌봄 다산센터),중구,초등학생,127.00954,37.55436
영등포8호점 우리동네키움센터(신길1동 아이랜드),영등포구,초등학생,126.9156,37.51009
영등포7호점 우리동네키움센터(당산2동 아이랜드),영등포구,초등학생,126.90026,37.52864
양천2호점 우리동네키움센터(융합형),양천구,초등학생,126.8703,37.54324
종로3호점 해아전 우리동네키움센터(혜화동),종로구,초등학생,127.00065,37.586
중랑2호점 우리동네키움센터(중랑아동돌봄센터),중랑구,초등학생,127.08423,37.61948
강동3호점 강일동 우리동네키움센터(융합형),강동구,초등학생,127.17408,37.56464
강동2호점 명일2동 우리동네키움센터,강동구,초등학생,127.15465244125723,37.54875135643027
용산8호점 우리동네키움센터,용산구,초등학생,126.98858,37.53605
성북2호점 우리동네키움센터 융합형(석관동),성북구,초등학생,127.0546434337544,37.608960471399406
동대문구 3호점 우리동네키움센터,동대문구,초등학생,127.06115703163056,37.58112397131469
금천1호점 우리동네키움센터(독산1동),금천구,초등학생,126.89474,37.45858
송파14호점 우리동네키움센터(장지동 송파키움센터),송파구,초등학생,127.12672,37.48198
송파13호점 우리동네키움센터(송파2동 송파키움센터),송파구,초등학생,127.11558,37.50196
송파12호점 우리동네키움센터(방이1동 송파키움센터),송파구,초등학생,127.11952,37.51195
송파11호점(융합형) 우리동네키움센터(오금동 송파키움센터),송파구,초등학생,127.14152,37.50043
송파10호점 우리동네키움센터(가락2동 송파키움센터),송파구,초등학생,127.12721,37.49834
송파9호점 우리동네키움센터(삼전동 2호점 송파키움센터),송파구,초등학생,127.09461,37.50673
송파8호점 우리동네키움센터(석촌동 송파키움센터),송파구,초등학생,127.10405,37.50431
마포3호점 우리동네키움센터(용강동),마포구,초등학생,126.93806,37.54233
종로4호점 우리동네키움센터(마을연계)(융합형),종로구,초등학생,127.01644,37.57699
광진7호점 우리동네키움센터,광진구,초등학생,127.09337,37.53785
광진6호점 우리동네키움센터,광진구,초등학생,127.08106,37.55951
광진5호점 우리동네키움센터,광진구,초등학생,127.08105,37.56047
광진4호점 우리동네키움센터,광진구,초등학생,127.09732,37.54108
제2호(동작권) 거점형 우리동네키움센터,동작구,초등학생,126.92663,37.51216
강북2호점 우리동네키움센터(인수동),강북구,초등학생,127.01413,37.63437
강남5호점 우리동네키움센터(도성다함께키움센터),강남구,초등학생,127.048,37.49852
구로13호점 우리동네키움센터(항동),구로구,초등학생,126.82476,37.48116
구로12호점 우리동네키움센터(온수동),구로구,초등학생,126.82445,37.49307
구로11호점 우리동네키움센터(천왕숲),구로구,초등학생,126.84245,37.4837
구로10호점 우리동네키움센터(오류2동),구로구,초등학생,126.83936,37.4894
종로2호점 우리동네키움센터(부암동),종로구,초등학생,126.9606,37.60174
광진3호점 융합형 우리동네키움센터,광진구,초등학생,127.08392,37.53409
서대문2호점 우리동네키움센터(연희동 우리동네키움센터  친구랑),서대문구,초등학생,126.93284,37.57001
송파7호점 우리동네키움센터(위례동 송파키움센터),송파구,초등학생,127.13572,37.47573
강북1호점 우리동네키움센터(융합형)(수유2동),강북구,초등학생,127.01551,37.64862
영등포6호점 우리동네키움센터(도영 아이랜드),영등포구,초등학생,126.90214,37.50993
노원23호점 우리동네키움센터(노원융합형 아이휴센터),노원구,초등학생,127.0596,37.64097
구로9호점 우리동네키움센터(신도림동),구로구,초등학생,126.87874,37.5066
구로8호점 우리동네키움센터(고척2동),구로구,초등학생,126.85552,37.50697
제1호(노원?도봉권) 거점형 우리동네키움센터,노원구,초등학생,127.05127,37.67222
용산6호점 우리동네키움센터,용산구,초등학생,126.9666248071396,37.5267648742758
노원22호점 우리동네키움센터(상계보람2단지 아이휴센터),노원구,초등학생,127.06576,37.66677
영등포5호점 우리동네키움센터(여의동 아이랜드),영등포구,초등학생,126.93195,37.5189
영등포4호점 우리동네키움센터(문래동 아이랜드),영등포구,초등학생,126.88907,37.51965
서초3호점 우리동네키움센터(서초구립 내곡동 초등키움센터),서초구,초등학생,127.05991,37.45342
서초2호점 우리동네키움센터(서초구립 네이처힐2단지 초등키움센터),서초구,초등학생,127.02177661346944,37.46250794398711
강남4호점 우리동네키움센터(미미위세곡키움센터),강남구,초등학생,127.10732,37.47381
노원21호점 우리동네키움센터(상계12단지 아이휴센터),노원구,초등학생,127.05845986269372,37.665736418669695
용산5호점 우리동네키움센터,용산구,초등학생,126.9536,37.53549
노원19호점 우리동네키움센터(중계무지개 아이휴센터),노원구,초등학생,127.06523,37.64436
노원18호점 우리동네키움센터(상계1단지 아이휴센터),노원구,초등학생,127.06049,37.64835
강남3호점 우리동네키움센터(청담다함께키움센터),강남구,초등학생,127.05405,37.52047
도봉3호점 우리동네키움센터,도봉구,초등학생,127.04676,37.68604
도봉4호점 우리동네키움센터(창1동 별별키움센터),도봉구,초등학생,127.04506575087223,37.649114672014576
노원20호점 우리동네키움센터(상계두산 융합형 아이휴센터),노원구,초등학생,127.05375,37.67788
중구5호점 우리동네키움센터(중구형 초등돌봄 신당5동센터),중구,초등학생,127.02188,37.56513
송파6호점 우리동네키움센터(문정2동 송파키움센터),송파구,초등학생,127.11148,37.48977
송파5호점 우리동네키움센터(가락본동 송파키움센터),송파구,초등학생,127.12345,37.50073
노원17호점 우리동네키움센터(상계6단지 아이휴센터),노원구,초등학생,127.0662,37.65471
광진2호점 우리동네키움센터(꿈 정함),광진구,초등학생,127.08475,37.52884
동작3호점 우리동네키움센터(사당5동),동작구,초등학생,126.96676468442332,37.48753664901531
구로7호점 우리동네키움센터(구로융합형),구로구,초등학생,126.89777,37.48138
노원16호점 우리동네키움센터(상계다락 아이휴센터),노원구,초등학생,127.07049,37.66257
구로6호점 우리동네키움센터(고척1동),구로구,초등학생,126.98505149596026,37.520844028327694
중구4호점 우리동네키움센터(중구형 초등돌봄 약수센터),중구,초등학생,127.01257,37.55188
구로5호점 우리동네키움센터(천왕동),구로구,초등학생,126.83912,37.47927
은평4호점 우리동네키움센터(역촌),은평구,초등학생,126.91928,37.60535
성동10호점 우리동네키움센터(금호대우아이꿈누리터),성동구,초등학생,127.02269037029797,37.54688873137253
영등포3호점 우리동네키움센터(대림1동 아이랜드),영등포구,초등학생,126.90664,37.49123
영등포2호점 우리동네키움센터(당산1동 아이랜드),영등포구,초등학생,126.894,37.526
구로4호점 우리동네키움센터(구로1동),구로구,초등학생,126.87756,37.49232
성동9호점 우리동네키움센터(사근동아이꿈누리터),성동구,초등학생,127.04533,37.5615
강서1호점 우리동네키움센터(염창동),강서구,초등학생,126.87188,37.55605
강서2호점 우리동네키움센터(방화3동),강서구,초등학생,126.81398,37.57958
동작2호점 우리동네키움센터(신대방1동),동작구,초등학생,126.91264351937548,37.48946702792416
용산2호점 우리동네키움센터,용산구,초등학생,126.95423,37.52685
용산4호점 우리동네키움센터,용산구,초등학생,126.96267,37.54227
용산1호점 우리동네키움센터,용산구,초등학생,126.96463,37.53547
구로3호점 우리동네키움센터(구로2동),구로구,초등학생,126.88016,37.49734
노원15호점 우리동네키움센터(상계동아불암 아이휴센터),노원구,초등학생,127.07915,37.6667
노원14호점 우리동네키움센터(상계15단지 아이휴센터),노원구,초등학생,127.0556705517544,37.669770049788106
노원12호점 우리동네키움센터(은빛1단지아이휴센터),노원구,초등학생,127.0528940817675,37.68158137066275
은평3호점 우리동네키움센터(응암),은평구,초등학생,126.92352,37.59183
노원13호점 우리동네키움센터(월계극동아이휴센터),노원구,초등학생,127.04598,37.62955
중구3호점 우리동네키움센터(중구형 초등돌봄 손기정센터),중구,초등학생,126.9690536950801,37.55701650081653
중구2호점 우리동네키움센터(중구형 초등돌봄 중림센터),중구,초등학생,126.96625,37.55952
은평2호점 우리동네키움센터(갈현),은평구,초등학생,126.91674,37.61748
성동8호점 우리동네키움센터(성동복지관아이꿈누리터),성동구,초등학생,127.03348,37.57023
성동7호점 우리동네키움센터(옥수복지관아이꿈누리터),성동구,초등학생,127.01276,37.54047
은평1호점 우리동네키움센터(진관),은평구,초등학생,126.9164203916887,37.63578088248035
강남2호점 우리동네키움센터(강남 다함께키움센터(역삼)),강남구,초등학생,127.04094,37.49398
노원11호점 우리동네키움센터(산마루아이휴센터),노원구,초등학생,127.08367,37.65052
중구1호점 우리동네키움센터(중구형 초등돌봄 신당센터),중구,초등학생,127.01352,37.56111
노원1호점 우리동네키움센터(월계문화아이휴센터),노원구,초등학생,127.05078,37.62427
노원7호점 우리동네키움센터(하계극동아이휴센터),노원구,초등학생,127.06468,37.63613
종로1호점 우리동네키움센터(청운효자동),종로구,초등학생,126.96743,37.58353
노원2호점 우리동네키움센터(상계10단지아이휴센터),노원구,초등학생,127.05767,37.66215
노원10호점 우리동네키움센터(공릉라이프아이휴센터),노원구,초등학생,127.06819,37.6271
노원6호점 우리동네키움센터(공릉태강아이휴센터),노원구,초등학생,127.08272,37.62429
노원5호점 우리동네키움센터(상계3단지아이휴센터),노원구,초등학생,127.05596485642639,37.65067815169216
노원3호점 우리동네키움센터(상계5간촌아이휴센터),노원구,초등학생,127.0663,37.66267
노원8호점 우리동네키움센터(월계그랑빌아이휴센터),노원구,초등학생,127.06709,37.61874
노원4호점 우리동네키움센터(달빛마실 아이휴센터),노원구,초등학생,127.05876461804834,37.62130824793163
노원9호점 우리동네키움센터(상계7단지아이휴센터),노원구,초등학생,127.06175630737766,37.66028048649215
성동3호점 우리동네키움센터(마장아이꿈누리터),성동구,초등학생,127.04306,37.56823
성동5호점 우리동네키움센터(성수복지관아이꿈누리터),성동구,초등학생,127.04698,37.54543
성동6호점 우리동네키움센터(성수쌍용아이꿈누리터),성동구,초등학생,127.04712,37.55013
광진1호점 우리동네키움센터,광진구,초등학생,127.07525,37.53289
성동2호점 우리동네키움센터(왕십리도선동아이꿈누리터),성동구,초등학생,127.02553,37.56788
성동4호점 우리동네키움센터(응봉아이꿈누리터),성동구,초등학생,127.03074,37.55021
성동1호점 우리동네키움센터(스위첸아이꿈누리터),성동구,초등학생,127.02685,37.56058
도봉2호점 우리동네키움센터(도봉1동 별별키움센터),도봉구,초등학생,127.04289,37.68301
도봉1호점 방아골우리동네키움센터,도봉구,초등학생,127.032705740131,37.6692921509572
마포2호점 우리동네키움센터(망원1동),마포구,초등학생,126.90271,37.55318
서대문1호점 우리동네키움센터(북가좌 우리동네키움센터 친구랑),서대문구,초등학생,126.90906,37.57815
성북1호점 우리동네키움센터(장위1동),성북구,초등학생,127.04692,37.61628
중랑1호점 신내동우리동네키움센터(중랑아동돌봄센터),중랑구,초등학생,127.11012,37.61805
동대문2호점 우리동네키움센터(라온) ,동대문구,초등학생,127.06893,37.5758
강동1호점 우리동네키움센터(상상나루來키움센터),강동구,초등학생,127.13146,37.5506
송파1호점 우리동네키움센터(잠실본동 송파키움센터),송파구,초등학생,127.0800711176726,37.50963899058105
송파2호점 우리동네키움센터(송파1동 송파키움센터),송파구,초등학생,127.10977,37.50597
송파3호점 우리동네키움센터(삼전동 송파키움센터),송파구,초등학생,127.09495431545572,37.49915383368968
송파4호점 우리동네키움센터(가락1동 송파키움센터),송파구,초등학생,127.10987,37.49649
강남1호점 우리동네키움센터(태화다함께키움센터),강남구,초등학생,127.09345,37.48485
서초1호점 우리동네키움센터(서초구립우면동초등키움센터),서초구,초등학생,127.01599,37.45687
동작1호점 우리동네키움센터(노량진2동),동작구,초등학생,126.93719,37.50829
구로2호점 우리동네키움센터(구로5동),구로구,초등학생,126.88651,37.50171
구로1호점 우리동네키움센터(개봉3동),구로구,초등학생,126.85253804053762,37.48866397225743
마포1호점 우리동네키움센터(성산2동),마포구,초등학생,126.90583,37.56845
양천1호점 우리동네키움센터,양천구,초등학생,126.84520128801717,37.51123848470527
영등포1호점 우리동네키움센터(영등포본동 아이랜드),영등포구,초등학생,126.91381,37.5135
동대문1호점 우리동네키움센터(희망) ,동대문구,초등학생,127.03033,37.57611
테스트시설,강남구,영유아,127.03094,37.49243
한별지역아동센터,금천구,초등학생,126.90664,37.46922
친구네지역아동센터,종로구,초등학생,127.01052,37.57439
